Date,r,RV W,RV M,PC1,PC2,year_month
2020-11-29,2.2461003266273196,1.7229958898207514,43.80186858186516,-0.9372937877460067,-1.712964222973945,2020-11
2020-12-06,1.656467618811785,1.5093928355463122,5.7130584157622035,-0.7144219925850259,-1.2714798746091807,2020-12
2020-12-13,-0.9686939829269046,0.8857326382230833,5.7130584157622035,-0.7144219925850259,-1.2714798746091807,2020-12
2020-12-20,1.246476525422933,1.524408967982639,5.7130584157622035,-0.7144219925850259,-1.2714798746091807,2020-12
2020-12-27,-0.17132899273742042,0.5713551222174772,5.7130584157622035,-0.7144219925850259,-1.2714798746091807,2020-12
2021-01-03,1.4213695517915812,1.1107976017792462,22.21526940929143,-0.198858084559202,-0.8349897536108777,2021-01
2021-01-10,1.8101569555078671,2.346061613734729,22.21526940929143,-0.198858084559202,-0.8349897536108777,2021-01
2021-01-17,-1.4864083066347251,1.071446706549308,22.21526940929143,-0.198858084559202,-0.8349897536108777,2021-01
2021-01-24,1.924439551064836,1.6321364111120473,22.21526940929143,-0.198858084559202,-0.8349897536108777,2021-01
2021-01-31,-3.368101965026799,3.4154832296880384,22.21526940929143,-0.198858084559202,-0.8349897536108777,2021-01
2021-02-07,4.541985691601983,2.4016035045628774,15.069264908774148,-0.044922110894601554,-0.9867032473400814,2021-02
2021-02-14,1.227376327292661,0.8975376242218024,15.069264908774148,-0.044922110894601554,-0.9867032473400814,2021-02
2021-02-21,-0.7172121187240645,0.4843556727338343,15.069264908774148,-0.044922110894601554,-0.9867032473400814,2021-02
2021-02-28,-2.476462232916901,2.87426361196086,15.069264908774148,-0.044922110894601554,-0.9867032473400814,2021-02
2021-03-07,0.8046476865702321,3.6700377774952724,24.287071380764147,0.9568698190736548,0.4282325403314258,2021-03
2021-03-14,2.6050670119081794,1.9249942041731845,24.287071380764147,0.9568698190736548,0.4282325403314258,2021-03
2021-03-21,-0.7698178528726424,1.6556113622623816,24.287071380764147,0.9568698190736548,0.4282325403314258,2021-03
2021-03-28,1.557910427010576,2.090751640814628,24.287071380764147,0.9568698190736548,0.4282325403314258,2021-03
2021-04-04,1.1340564984057244,1.2729189284653064,9.743357955384324,-0.08181671537953274,-0.34040294530954207,2021-04
2021-04-11,2.6737167595832836,1.689653937654377,9.743357955384324,-0.08181671537953274,-0.34040294530954207,2021-04
2021-04-18,1.363229427323033,1.2741294251800408,9.743357955384324,-0.08181671537953274,-0.34040294530954207,2021-04
2021-04-25,-0.1267157944005879,1.9091095138305967,9.743357955384324,-0.08181671537953274,-0.34040294530954207,2021-04
2021-05-02,0.023919611532492335,1.00746926793892,16.02671826581784,-0.33919679687976123,-0.3204948216550392,2021-05
2021-05-09,1.222539152459686,1.315401042824501,16.02671826581784,-0.33919679687976123,-0.3204948216550392,2021-05
2021-05-16,-1.3977589861504296,3.196497344629857,16.02671826581784,-0.33919679687976123,-0.3204948216550392,2021-05
2021-05-23,-0.43195411201174133,1.411122344283584,16.02671826581784,-0.33919679687976123,-0.3204948216550392,2021-05
2021-05-30,1.1543232173748263,1.0356555854870622,16.02671826581784,-0.33919679687976123,-0.3204948216550392,2021-05
